,name,start_id,end_id,highway,crime_count,tree_count,light_count
3091,Fourth Street,52987338,53114435,residential,,,
3092,University Avenue,240448949,87358434,tertiary,,,
3093,,52995524,52995523,motorway_link,,,
3094,,52995523,290106242,motorway_link,,,
3095,,290106242,52995514,motorway_link,,,
3096,,1601976562,8852078425,motorway_link,,,
3097,,8852078425,258758045,motorway_link,,,
3098,,74292370,8642719053,motorway_link,,,
3099,Seventh Street,53131014,53064857,residential,,,
3100,Seventh Street,53064857,53027126,residential,,,
3101,Seventh Street,53027126,53107630,residential,,,
3102,Seventh Street,53107630,53060268,residential,,,
3103,Seventh Street,53060268,53131020,residential,,,
3104,Seventh Street,53131020,53131024,residential,,,
3105,Seventh Street,53131024,53091840,residential,,,
3106,Seventh Street,53091840,53093329,residential,,,
3107,Seventh Street,53093329,240448932,residential,,,
3108,Jackson Street,53098204,53005268,tertiary,,,
3109,Jackson Street,53005268,1997913865,tertiary,,,
3110,Eighth Street,1981316288,53098225,residential,,,
3111,Eighth Street,53098225,53063572,residential,,,
3112,Eighth Street,53063572,53020928,residential,,,
3113,,53085601,53085641,cycleway,,,
3114,Delaware Street,53029729,53093329,residential,,,
3115,Delaware Street,53093329,53093332,residential,,,
3116,Delaware Street,53093332,240448920,residential,,,
3117,,52979290,7777762135,motorway_link,,,
3118,,7777762135,290107945,motorway_link,,,
3119,Wildcat Creek Trail,84926318,98464079,track,,,
3120,Gilman Street,2443760120,86333115,residential,,,
3121,Gilman Street,86333115,53064847,residential,,,
3122,Park Way,53060496,53060497,residential,,,
3123,Harrison Street,53083136,53114425,residential,,,
3124,Harrison Street,53114425,53077782,residential,,,
3125,Harrison Street,53125299,53112051,unclassified,,,
3126,Eastshore Freeway,35833150,86276600,motorway,,,
3127,Eastshore Freeway,86276600,1635557750,motorway,,,
3128,Eastshore Freeway,86276599,52982363,motorway,,,
3129,Eastshore Freeway,53064145,86276599,motorway,,,
3130,Eastshore Freeway,86276629,53004797,motorway,,,
3131,John T. Knox Freeway,86276624,86276718,motorway,,,
3132,John T. Knox Freeway,86276759,86276785,motorway,,,
3133,Eastshore Freeway,53064129,86276989,motorway,,,
3134,,56122932,56122857,cycleway,,,
3135,Buchanan Avenue,86277129,6949813131,tertiary,,,
3136,Buchanan Avenue,6949813131,86277148,tertiary,,,
3137,,35833152,3982902673,motorway_link,,,
3138,,86277189,86277235,motorway_link,,,
3139,,3281235032,86277258,cycleway,,,
3140,,86277308,86277442,cycleway,,,
3141,,86277442,1790732829,cycleway,,,
3142,,1790732829,86277449,cycleway,,,
3143,,86277449,86277477,cycleway,,,
3144,,86277477,86277533,cycleway,,,
3145,,86277533,56122932,cycleway,,,
3146,,86277386,86277378,unclassified,,,
3147,,53010172,2908160825,motorway_link,,,
3148,,86277295,86277302,cycleway,,,
3149,,86277302,86277308,cycleway,,,
3150,,86277308,1790732868,cycleway,,,
3151,,1790732868,1790732871,cycleway,,,
3152,,1790732871,1376995652,cycleway,,,
3153,,1376995652,86277378,cycleway,,,
3154,,86277258,86277295,cycleway,,,
3155,Eastshore Highway,86277542,86276686,tertiary,,,
3156,Buchanan Street,86277552,3281235024,secondary,,,
3157,,86277559,86277189,motorway_link,,,
3158,,86277202,86276759,motorway_link,,,
3159,,86277235,53064209,motorway_link,,,
3160,John T. Knox Freeway,86276718,86277567,motorway,,,
3161,John T. Knox Freeway,86277567,86276759,motorway,,,
3162,Eastshore Freeway,53004797,53064209,motorway,,,
3163,Eastshore Freeway,53064209,57852903,motorway,,,
3164,Eastshore Freeway,86277568,53010189,motorway,,,
3165,Page Street,6612732972,53107627,residential,,,
3166,Page Street,53107627,53077784,residential,,,
3167,Page Street,53077784,53029723,residential,,,
3168,Page Street,53029723,53107630,residential,,,
3169,Page Street,53107630,53098213,residential,,,
3170,Page Street,53098213,53055558,residential,,,
3171,Page Street,53055558,53030346,residential,,,
3172,Jones Street,1998332273,53060264,residential,,,
3173,Key Route Boulevard,86320161,53024976,residential,,,
3174,Key Route Boulevard,53024976,53024978,residential,,,
3175,Key Route Boulevard,53024978,263187479,residential,,,
3176,,53153718,86320274,track,,,
3177,,86320274,86320320,track,,,
3178,,86320320,7125870471,track,,,
3179,,7125870471,2240787957,track,,,
3180,,2240787957,301327715,track,,,
3181,Bay Trail,86333115,310473333,cycleway,,,
3182,Bay Trail,310473333,86333227,cycleway,,,
3183,Bay Trail,86333227,86333256,cycleway,,,
3184,Bay Trail,86333256,86333290,cycleway,,,
3185,Bay Trail,86333290,86333294,cycleway,,,
3186,Bay Trail,86333294,8862331711,cycleway,,,
3187,Bay Trail,8862331711,1800890503,cycleway,,,
3188,Bay Trail,1800890503,1800890502,cycleway,,,
3189,Bay Trail,1800890502,2443760084,cycleway,,,
3190,Bay Trail,2443760084,86333324,cycleway,,,
3191,Bay Trail,86333324,86333355,cycleway,,,
3192,Bay Trail,86333355,310477354,cycleway,,,
3193,Bay Trail,310477354,310477358,cycleway,,,
3194,Bay Trail,310477358,310477365,cycleway,,,
3195,Virginia Street,6612677233,86333227,residential,,,
3196,Virginia Street,86333227,53091888,residential,,,
3197,Dorothy Stegmann Trail,87337096,87337105,cycleway,,,
3198,Dorothy Stegmann Trail,87337105,87337139,cycleway,,,
3199,Dorothy Stegmann Trail,87337139,87337140,cycleway,,,
3200,,87353816,87337141,cycleway,,,
3201,,87337141,87337096,cycleway,,,
3202,,52992726,87337141,cycleway,,,
3203,Dorothy Stegmann Trail,87337389,87339812,cycleway,,,
3204,,87337396,74261525,cycleway,,,
3205,Dorothy Stegmann Trail,53046996,87339818,cycleway,,,
3206,Dorothy Stegmann Trail,87339818,87339824,cycleway,,,
3207,,87339818,87340053,cycleway,,,
3208,Dorothy Stegmann Trail,87339824,87337140,cycleway,,,
3209,,87339975,87340064,cycleway,,,
3210,,87340107,87340124,cycleway,,,
3211,,87340124,87340126,cycleway,,,
3212,,87340100,87340124,cycleway,,,
3213,Sharyngetti Path,87339988,87340064,cycleway,,,
3214,,86333324,87357948,cycleway,,,
3215,,87357948,87357956,cycleway,,,
3216,,87357956,87357977,cycleway,,,
3217,,87357977,87357987,cycleway,,,
3218,,87357987,87358009,cycleway,,,
3219,,87358009,343627761,cycleway,,,
3220,,343627761,87358035,cycleway,,,
3221,,87358035,87358062,cycleway,,,
3222,,87376195,87376421,cycleway,,,
3223,,87376421,2621689390,cycleway,,,
3224,,2621689390,87376428,cycleway,,,
3225,,87376211,2621689387,cycleway,,,
3226,,2621689387,2621689390,cycleway,,,
3227,,87376236,87376437,cycleway,,,
3228,,87376317,87376445,cycleway,,,
3229,,87376445,87376455,cycleway,,,
3230,,57943870,2621689394,cycleway,,,
3231,,2621689394,2621689396,cycleway,,,
3232,,2621689396,87385837,cycleway,,,
3233,,87385833,87385845,cycleway,,,
3234,,87385845,87385850,cycleway,,,
3235,,87385850,87385851,cycleway,,,
3236,,87385850,87385854,cycleway,,,
3237,Bay Trail,87385870,2621689391,cycleway,,,
3238,Bay Trail,2621689391,87385871,cycleway,,,
3239,Bay Trail,87385871,87385837,cycleway,,,
3240,Bay Trail,87385837,87385854,cycleway,,,
3241,Bay Trail,87385854,87385851,cycleway,,,
3242,Bay Trail,87385851,87385925,cycleway,,,
3243,Bay Trail,87385833,87385804,cycleway,,,
3244,Bay Trail,87385804,87385768,cycleway,,,
3245,Bay Trail,87385768,87385761,cycleway,,,
3246,Bay Trail,87385761,87385750,cycleway,,,
3247,Bay Trail,87385750,87385747,cycleway,,,
3248,Bay Trail,87385747,87385741,cycleway,,,
3249,Bay Trail,87385741,87385739,cycleway,,,
3250,Bay Trail,87385739,87385735,cycleway,,,
3251,Bay Trail,87385735,87385730,cycleway,,,
3252,Bay Trail,87385730,87385723,cycleway,,,
3253,Bay Trail,87385723,87385721,cycleway,,,
3254,Bay Trail,87385721,87385716,cycleway,,,
3255,Bay Trail,87385716,87376329,cycleway,,,
3256,Bay Trail,87376329,87376320,cycleway,,,
3257,Bay Trail,87376320,87376317,cycleway,,,
3258,Bay Trail,87376317,87376316,cycleway,,,
3259,Bay Trail,87376316,87376236,cycleway,,,
3260,Bay Trail,87376236,87376211,cycleway,,,
3261,Bay Trail,87376211,87376195,cycleway,,,
3262,Bay Trail,87376195,87376176,cycleway,,,
3263,Bay Trail,87376176,87376136,cycleway,,,
3264,Bay Trail,87376136,1790732960,cycleway,,,
3265,Bay Trail,87385925,87385930,cycleway,,,
3266,Bay Trail,87385930,92795932,cycleway,,,
3267,Bay Trail,92795932,92795947,cycleway,,,
3268,Prince Street,88315081,2195327620,residential,,,
3269,Prince Street,2195327620,53070094,residential,,,
3270,Prince Street,53070094,53070096,residential,,,
3271,Deakin Street,88315248,275803029,cycleway,,,
3272,Colby Street,53045616,53045619,residential,,,
3273,63rd Street,88474091,92984205,residential,,,
3274,62nd Street,53088336,53088338,residential,,,
3275,Hillegass Avenue,53103291,53103314,residential,,,
3276,Hillegass Avenue,53103314,88553031,residential,,,
3277,Hillegass Avenue,88553031,53088302,residential,,,
3278,Hillegass Avenue,53088302,53085953,residential,,,
3279,Hillegass Avenue,53085953,4744448245,residential,,,
3280,Hillegass Avenue,4744448245,1042286143,residential,,,
3281,62nd Street,53088302,53045608,residential,,,
3282,Encina Place,88553044,88553055,residential,,,
3283,,53055366,87358089,cycleway,,,
3284,,87358089,87358070,cycleway,,,
3285,,87358070,87358062,cycleway,,,
3286,,92041975,92042069,track,,,
3287,,92042069,760715317,track,,,
3288,,92042093,760718061,track,,,
3289,,760718061,92042132,track,,,
3290,Russell Street,92047993,92047994,cycleway,,,
3291,Russell Street,92047994,53082595,residential,,,
3292,Russell Street,53082595,53082597,residential,,,
3293,Russell Street,53082597,53055631,residential,,,
3294,Russell Street,53055631,53055674,cycleway,,,
3295,Russell Street,53055674,53082598,residential,,,
3296,Russell Street,53082598,53082599,residential,,,
3297,Russell Street,53082599,267632094,residential,,,
3298,West View Drive,92721207,92721421,residential,,,
3299,West View Drive,92721421,53054878,residential,,,
3300,South Hill Court,53134718,7304523807,residential,,,
3301,South Hill Court,7304523807,7304518767,residential,,,
3302,South Hill Court,7304518767,7304523830,residential,,,
3303,South Hill Court,7304523830,92750153,residential,,,
3304,South Hill Court,92750153,92750144,residential,,,
3305,South Hill Court,92750144,7304523808,residential,,,
3306,Starview Drive,92750267,266426592,residential,,,
3307,Starview Drive,266426592,53042415,residential,,,
3308,Starview Drive,53042415,53042430,residential,,,
3309,Starview Drive,53042430,266426579,residential,,,
3310,Starview Drive,266426579,266426581,residential,,,
3311,Starview Drive,266426581,53042443,residential,,,
3312,Hiller Drive,92758153,7304523820,tertiary,,,
3313,Hiller Drive,7304523820,432427008,tertiary,,,
3314,Hiller Drive,432427008,53060409,tertiary,,,
3315,Hiller Drive,53060409,53099444,tertiary,,,
3316,Hiller Drive,53099444,53100301,tertiary,,,
3317,Vicente Road,92773115,53049932,residential,,,
3318,Vicente Road,53049932,267632216,residential,,,
3319,Vicente Road,267632216,267632218,residential,,,
3320,Vicente Road,267632218,92735577,residential,,,
3321,Vicente Road,92735577,661779632,residential,,,
3322,Vicente Road,661779632,53048832,residential,,,
3323,Bridge Road,92773129,661785287,residential,,,
3324,Bridge Road,661785287,53086341,residential,,,
3325,,92795932,92796028,cycleway,,,
3326,Bay Trail,92795947,92795957,cycleway,,,
3327,Bay Trail,92795957,92806354,cycleway,,,
3328,,92796028,92796026,cycleway,,,
3329,,92796026,92796013,cycleway,,,
3330,,92796013,8855348206,cycleway,,,
3331,,8855348206,57912577,cycleway,,,
3332,King Street,92951404,53068394,residential,,,
3333,King Street,53068394,53068396,residential,,,
3334,King Street,53068396,92951385,residential,,,
3335,Stanford Avenue,56063320,275777737,secondary,,,
3336,61st Street,53085973,53041554,residential,,,
3337,Adeline Street,53085971,92951597,tertiary,,,
3338,Adeline Street,53085971,53090194,tertiary,,,
3339,62nd Street,92951582,53068396,residential,,,
3340,62nd Street,53068396,2184578204,residential,,,
3341,,92951540,53090194,secondary_link,,,
3342,60th Street,92951634,53107940,residential,,,
3343,63rd Street,53106433,56063268,residential,,,
3344,Dover Street,53045882,53122194,residential,,,
3345,Dover Street,53122194,53122196,residential,,,
3346,Dover Street,53122196,53107933,residential,,,
3347,Dover Street,53107933,53085965,residential,,,
3348,Dover Street,53085965,56063335,residential,,,
3349,Dover Street,56063335,53047998,residential,,,
3350,Dover Street,53047998,53088332,residential,,,
3351,Dover Street,53088332,53088335,residential,,,
3352,Dover Street,53088335,53106433,residential,,,
3353,Dover Street,53106433,92984205,residential,,,
3354,Dover Street,92984205,53122202,residential,,,
3355,Lawton Avenue,93075303,53080704,residential,,,
3356,Lawton Avenue,53080704,53077168,residential,,,
3357,Grove Shafter Freeway,93148280,271855033,motorway,,,
3358,Miles Avenue,93090433,6315715101,tertiary_link,,,
3359,Miles Avenue,53090701,93090426,tertiary,,,
3360,Miles Avenue,93148370,53084700,tertiary,,,
3361,,93108563,271855056,motorway_link,,,
3362,,93108606,93108627,motorway_link,,,
3363,Golden Gate Avenue,53025122,93147720,tertiary,,,
3364,Golden Gate Avenue,93147720,1214187371,tertiary,,,
3365,El Camino Real,53073736,661764259,residential,,,
3366,El Camino Real,661764259,93129682,residential,,,
3367,El Camino Real,93129682,661764260,residential,,,
3368,El Camino Real,661764260,93129672,residential,,,
3369,El Camino Real,93129672,661764261,residential,,,
3370,El Camino Real,661764261,661764263,residential,,,
3371,El Camino Real,661764263,661764266,residential,,,
3372,Margarido Drive,93148114,244429100,residential,,,
3373,Margarido Drive,244429100,93148055,residential,,,
3374,Margarido Drive,93148055,4924717415,residential,,,
3375,Margarido Drive,4924717415,53075130,residential,,,
3376,Ivanhoe Road,93148270,2252924410,residential,,,
3377,,93148280,7290162735,motorway_link,,,
3378,Broadway,247400567,93148620,tertiary,,,
3379,Broadway,93148671,93148532,tertiary,,,
3380,,93148620,3971497467,motorway_link,,,
3381,,3971497467,93148641,motorway_link,,,
3382,,93148641,266433024,motorway_link,,,
3383,,93148770,265512002,tertiary_link,,,
3384,,265512002,1212914023,tertiary_link,,,
3385,,1212914023,53077175,tertiary_link,,,
3386,Broadway,247400567,53040999,tertiary,,,
3387,Patton Street,53085821,53095322,tertiary,,,
3388,,93155928,93155982,motorway_link,,,
3389,,53085675,265518623,motorway_link,,,
3390,,93148362,93148370,motorway_link,,,
3391,Broadway,53040999,93161267,tertiary,,,
3392,Broadway,53025119,53077071,tertiary,,,
3393,Hillcrest Road,93169617,499649679,residential,,,
3394,Hillcrest Road,499649679,53099582,residential,,,
3395,,53072589,93186788,residential,,,
3396,,271854827,52984636,motorway_link,,,
3397,,52984636,7297845509,motorway_link,,,
3398,,7297845509,258773557,motorway_link,,,
3399,,258773557,258773566,motorway_link,,,
3400,,80574602,1211736989,motorway_link,,,
3401,,1211736989,271854851,motorway_link,,,
3402,Broadway,93209724,93201300,tertiary,,,
3403,Warren Freeway,93201412,93201588,motorway,,,
3404,Warren Freeway,93201452,7290027660,motorway,,,
3405,Warren Freeway,7290027660,271854851,motorway,,,
3406,Warren Freeway,271854851,93201518,motorway,,,
3407,,93201667,53085681,motorway_link,,,
3408,Martin Luther King Junior Way,275777737,275777736,secondary,,,
3409,Martin Luther King Junior Way,275777736,95323746,secondary,,,
3410,Woolsey Street,53090188,2820169732,residential,,,
3411,Woolsey Street,2820169732,2820169735,residential,,,
3412,Woolsey Street,2820169735,2820169740,residential,,,
3413,Woolsey Street,2820169740,165562097,residential,,,
3414,,275777596,95330288,tertiary_link,,,
3415,,95330288,53099145,tertiary_link,,,
3416,Eighth Street,1997913869,6342662130,residential,,,
3417,Sixth Street,304710548,53029719,tertiary,,,
3418,Sixth Street,53029719,5050946845,tertiary,,,
3419,Ohlone Avenue,53005268,53005267,residential,,,
3420,Ohlone Avenue,53005267,97229316,residential,,,
3421,Ohlone Avenue,97229316,53040175,residential,,,
3422,Ohlone Avenue,53040175,304710542,residential,,,
3423,Ohlone Avenue,304710542,304710543,residential,,,
3424,Kula Gulf Way,97229345,799928430,residential,,,
3425,Kula Gulf Way,799928430,53040175,residential,,,
3426,Bolivar Drive,97239375,97239381,residential,,,
3427,Bolivar Drive,97239381,97239384,residential,,,
3428,Bolivar Drive,97239384,97239412,residential,,,
3429,Bolivar Drive,97239412,97239400,residential,,,
3430,Bolivar Drive,97239400,5061087095,residential,,,
3431,Bolivar Drive,5061087095,97239402,residential,,,
3432,Bolivar Drive,97239402,1376995701,residential,,,
3433,,97239412,97239417,cycleway,,,
3434,,97239417,97239430,cycleway,,,
3435,,97239430,97239445,cycleway,,,
3436,,97239445,97239479,cycleway,,,
3437,,97239479,97239495,cycleway,,,
3438,,97239495,97239506,cycleway,,,
3439,,97239506,97239519,cycleway,,,
3440,,97239519,97239550,cycleway,,,
3441,,97239550,97239563,cycleway,,,
3442,,97239563,97239566,cycleway,,,
3443,,97239566,97239575,cycleway,,,
3444,,97239575,97239595,cycleway,,,
3445,,97239595,97239651,cycleway,,,
3446,,97239651,97239660,cycleway,,,
3447,,97239660,97239691,cycleway,,,
3448,,97239691,97239709,cycleway,,,
3449,,97239709,97239723,cycleway,,,
3450,,97239723,97239732,cycleway,,,
3451,,97239732,2215072666,cycleway,,,
3452,,2215072666,97239741,cycleway,,,
3453,Bolivar Drive,53055366,74261353,cycleway,,,
3454,Bolivar Drive,53055367,53055370,residential,,,
3455,,3925984058,3925984060,steps,,,
3456,,3925984060,3925984059,steps,,,
3457,,3925984059,3925984063,steps,,,
3458,Sunset Lane,57823425,53058899,residential,,,
3459,Sunset Lane,53058899,53058586,residential,,,
3460,Sunset Lane,53058586,53040398,residential,,,
3461,Sunset Lane,53040398,53030507,residential,,,
3462,Woodmont Avenue,53037759,53058576,residential,,,
3463,Woodmont Avenue,53058576,258769192,residential,,,
3464,Woodmont Avenue,258769192,53058577,residential,,,
3465,Woodmont Avenue,53058577,53058580,residential,,,
3466,Woodmont Avenue,53058580,53058582,residential,,,
3467,Canon Drive,98461061,57939694,residential,,,
3468,Canon Drive,57939694,984957177,residential,,,
3469,Canon Drive,984957177,984957181,residential,,,
3470,Canon Drive,984957181,984957184,residential,,,
3471,Canon Drive,984957184,4448113542,residential,,,
3472,Canon Drive,4448113542,984957208,residential,,,
3473,Central Park Drive,98464122,84926231,residential,,,
3474,Central Park Drive,84926231,57807753,residential,,,
3475,Central Park Drive,98464122,98464053,residential,,,
3476,Central Park Drive,98464053,98464062,residential,,,
3477,Central Park Drive,98464062,5035457529,residential,,,
3478,Central Park Drive,5035457529,98464079,residential,,,
3479,Central Park Drive,98464079,5035457531,residential,,,
3480,Central Park Drive,5035457531,98464109,residential,,,
3481,Vassar Avenue,99278653,99278672,residential,,,
3482,Vassar Avenue,99278672,53068625,residential,,,
3483,Vassar Avenue,53068625,99278653,residential,,,
3484,Vassar Avenue,99278653,677315544,residential,,,
3485,Vassar Avenue,677315544,99278631,residential,,,
3486,Vassar Avenue,99278631,258766924,residential,,,
3487,Southampton Avenue,99311604,354161695,residential,,,
3488,Southampton Avenue,354161695,6517845685,residential,,,
3489,Southampton Avenue,6517845685,53078342,residential,,,
3490,Southampton Avenue,53078342,53112737,residential,,,
3491,Southampton Avenue,53112737,1962323851,residential,,,
3492,Southampton Avenue,1962323851,266711723,residential,,,
3493,Southampton Avenue,266711723,53112743,residential,,,
3494,Arlington Avenue,4167531915,99332949,tertiary,,,
3495,Arlington Avenue,99332949,354219866,tertiary,,,
3496,Arlington Avenue,354219866,99333004,tertiary,,,
3497,Arlington Avenue,99333004,268003112,tertiary,,,
3498,Arlington Avenue,268003112,266712089,tertiary,,,
3499,Arlington Avenue,266712089,99333031,tertiary,,,
3500,Arlington Avenue,99333031,4329254579,tertiary,,,
3501,Arlington Avenue,4329254579,99333091,tertiary,,,
3502,Arlington Avenue,99333091,266712131,tertiary,,,
3503,Arlington Avenue,266712131,99333110,tertiary,,,
3504,Arlington Avenue,99333110,99333121,tertiary,,,
3505,Arlington Avenue,99333121,99333139,tertiary,,,
3506,Arlington Avenue,99333139,99333151,tertiary,,,
3507,Arlington Avenue,99333151,800171285,tertiary,,,
3508,Arlington Avenue,800171285,99333159,tertiary,,,
3509,Arlington Avenue,99333159,99333173,tertiary,,,
3510,Arlington Avenue,99333173,99333186,tertiary,,,
3511,Arlington Avenue,99333186,99333190,tertiary,,,
3512,Boynton Avenue,99333173,99295327,residential,,,
3513,Santa Barbara Road,99333151,53110559,residential,,,
3514,Santa Barbara Road,53110559,53110561,residential,,,
3515,Santa Barbara Road,53110561,53110563,residential,,,
3516,Santa Barbara Road,53110563,266712022,residential,,,
3517,Santa Barbara Road,266712022,266712020,residential,,,
3518,Santa Barbara Road,266712020,53098775,residential,,,
3519,Santa Barbara Road,53098775,266711818,residential,,,
3520,Santa Barbara Road,266711818,266711823,residential,,,
3521,Santa Barbara Road,266711823,53061182,residential,,,
3522,Santa Barbara Road,53061182,53056370,residential,,,
3523,Santa Barbara Road,53056370,53075872,residential,,,
3524,Arlington Avenue,99323375,559914643,tertiary,,,
3525,Hollis Street,5050598576,2187426872,tertiary,,,
3526,Hollis Street,2187426872,53109988,tertiary,,,
3527,Hollis Street,53109988,53133743,tertiary,,,
3528,Hollis Street,53133743,4168260356,tertiary,,,
3529,The Crescent,53047455,1042248630,residential,,,
3530,The Crescent,1042248630,269109175,residential,,,
3531,The Crescent,269109175,269109177,residential,,,
3532,The Crescent,269109177,53038909,residential,,,
3533,The Crescent,53038909,2507403763,residential,,,
3534,The Crescent,2507403763,53061113,residential,,,
3535,Park Gate,53119514,100554742,residential,,,
3536,Park Gate,100554742,53085851,residential,,,
3537,Shasta Road,100565805,100565803,tertiary,,,
3538,,56724495,2443760100,cycleway,,,
3539,,2443760100,140423997,cycleway,,,
3540,Prince Street,53070091,53070092,residential,,,
3541,,93148055,200241570,steps,,,
3542,,200241570,265512001,steps,,,
3543,,265512001,5486794498,steps,,,
3544,,93148160,53086026,steps,,,
3545,,219648893,661821496,cycleway,,,
3546,,661821496,661816327,cycleway,,,
3547,,661816327,200315503,cycleway,,,
3548,Arollo/Arolla Path,201591036,201590560,steps,,,
3549,,265517367,265517368,steps,,,
3550,,265517368,265517371,steps,,,
3551,,265517371,53092423,steps,,,
3552,Brookside Lane,200238930,243513405,steps,,,
3553,Brookside Lane,243513405,53134397,steps,,,
3554,Claremont Steps,93148492,203686869,steps,,,
3555,,221403770,53126440,cycleway,,,
3556,Prince Street,221406324,1968181922,residential,,,
3557,Oxford Street,53124035,53115350,tertiary,,,
3558,Oxford Street,53115350,53006299,tertiary,,,
3559,Oxford Street,53006299,4168207050,tertiary,,,
3560,Oxford Street,53082209,53115327,tertiary,,,
3561,Oxford Street,53115327,53115329,tertiary,,,
3562,Oxford Street,53115329,53091870,tertiary,,,
3563,Oxford Street,53091870,314077164,tertiary,,,
3564,Fulton Street,53103803,53063549,residential,,,
3565,Bancroft Way,53055616,267631998,tertiary,,,
3566,Durant Avenue,2086696505,4168189939,secondary,,,
3567,Dana Street,275804265,2070711737,residential,,,
3568,Dana Street,2070711737,53020976,residential,,,
3569,Bancroft Way,1993196224,53073462,tertiary,,,
3570,Bancroft Way,53073462,53111679,tertiary,,,
3571,Durant Avenue,53090675,267631979,tertiary,,,
3572,Dwight Way,53020968,53020969,tertiary,,,
3573,Dwight Way,53020993,53020994,residential,,,
3574,Dwight Way,53020994,53020995,residential,,,
3575,Warring Street,53058934,696215423,tertiary,,,
3576,Derby Street,53058938,267632090,tertiary,,,
3577,Ellsworth Street,275808115,275808190,residential,,,
3578,Ellsworth Street,275808190,53020974,residential,,,
3579,Fulton Street,312430760,4240959822,residential,,,
3580,Fulton Street,4240959822,4240959824,residential,,,
3581,Fulton Street,4240959824,53020971,residential,,,
3582,Telegraph Avenue,230899740,275808827,secondary,,,
3583,Telegraph Avenue,275808827,53082750,secondary,,,
3584,Telegraph Avenue,312431277,53099154,secondary,,,
3585,Telegraph Avenue,53099154,53070091,secondary,,,
3586,Telegraph Avenue,53070091,165560129,secondary,,,
3587,Telegraph Avenue,165560129,53028332,secondary,,,
3588,Telegraph Avenue,53028332,4169509023,secondary,,,
3589,Hearst Avenue,53055185,53055187,tertiary,,,
3590,Hearst Avenue,53055187,53055189,tertiary,,,
3591,Hearst Avenue,53055189,53055191,tertiary,,,
3592,Hearst Avenue,53055191,2283661430,tertiary,,,
3593,Hearst Avenue,260908845,53055203,residential,,,
3594,Shattuck Avenue,53042665,4168189957,secondary,,,
3595,The Alameda,2133315391,2425028275,tertiary,,,
3596,Solano Avenue,53062051,53029060,tertiary,,,
3597,Solano Avenue,53029060,53044108,tertiary,,,
3598,Solano Avenue,53044108,53062053,tertiary,,,
3599,Solano Avenue,53062053,53028112,tertiary,,,
3600,Solano Avenue,53028112,343311969,tertiary,,,
3601,Solano Avenue,343311969,53062054,tertiary,,,
3602,Solano Avenue,53062054,53062055,tertiary,,,
3603,Solano Avenue,53062055,53062056,tertiary,,,
3604,Solano Avenue,53062056,53062059,tertiary,,,
3605,Gilman Street,52989421,52982361,tertiary,,,
3606,Gilman Street,231099810,53029024,tertiary,,,
3607,Gilman Street,53029024,53044093,tertiary,,,
3608,Gilman Street,53044093,53064875,tertiary,,,
3609,Gilman Street,53064875,53064877,tertiary,,,
3610,Gilman Street,53064877,53064878,tertiary,,,
3611,Gilman Street,53064878,53064879,tertiary,,,
3612,Gilman Street,53064879,53047295,tertiary,,,
3613,Gilman Street,53047295,53019152,tertiary,,,
3614,South Drive,8451378032,52991834,pedestrian,,,
3615,University Drive,2438953144,53120081,unclassified,,,
3616,University Drive,53120084,2438953155,unclassified,,,
3617,University Drive,53048389,52980669,unclassified,,,
3618,Hearst Avenue,237133573,53055200,tertiary,,,
3619,Hearst Avenue,53055200,5398143101,tertiary,,,
3620,Hearst Avenue,237133573,53055202,tertiary,,,
3621,Hearst Avenue,2327822491,2327822479,tertiary,,,
3622,,2438953242,6269419179,unclassified,,,
3623,,6269419179,282874033,unclassified,,,
3624,West Circle,2438953155,2438953231,unclassified,,,
3625,West Circle,2438953231,2755977327,unclassified,,,
3626,West Circle,2755977327,2438953068,unclassified,,,
3627,West Circle,2438953068,2438953168,unclassified,,,
3628,West Circle,2438953168,2438953053,unclassified,,,
3629,,237134083,2427751990,steps,,,
3630,,2427751990,2427751988,steps,,,
3631,Colusa Avenue,57829666,57846880,residential,,,
3632,Colusa Avenue,57846880,57846881,residential,,,
3633,Colusa Avenue,57846881,260602079,residential,,,
3634,Colusa Avenue,260602079,57846882,residential,,,
3635,Colusa Avenue,57846882,559914636,residential,,,
3636,Colusa Avenue,559914636,57846886,residential,,,
3637,Colusa Avenue,57846886,57846888,residential,,,
3638,Colusa Avenue,57846888,57846890,residential,,,
3639,Colusa Avenue,57846890,260602115,residential,,,
3640,Colusa Avenue,260602115,57846894,residential,,,
3641,Colusa Avenue,57846894,2405402892,residential,,,
3642,Colusa Avenue,2405402892,261736347,residential,,,
3643,Colusa Avenue,261736347,57846896,residential,,,
3644,Arlington Avenue,237136370,99323439,tertiary,,,
3645,Arlington Avenue,99323439,99323452,tertiary,,,
3646,Arlington Avenue,99323452,99323469,tertiary,,,
3647,Arlington Avenue,99323469,99323492,tertiary,,,
3648,Arlington Avenue,99323492,360532217,tertiary,,,
3649,Arlington Avenue,99323189,237136370,tertiary,,,
3650,Vine Street,239500944,53146430,residential,,,
3651,Vine Street,53146430,53059193,residential,,,
3652,Vine Street,53059193,53026098,residential,,,
3653,Spruce Street,239500939,53075887,residential,,,
3654,,239500922,1762728666,residential,,,
3655,,1762728666,239500928,residential,,,
3656,,239500928,1762728662,residential,,,
3657,,1762728662,239500939,residential,,,
3658,,239500939,1706509024,residential,,,
3659,,1706509024,239500944,residential,,,
3660,,239500944,1706509027,residential,,,
